id,tc
Ca1.867Cl2Cu1Na0.133O2-MP-mp-23143-synth_doped,20.0
Ca1.89Cl2Cu1Na0.11O2-MP-mp-23143-synth_doped,15.14
Ca1.8Cl2Cu1K0.2O2-MP-mp-23143-synth_doped,24.0
Ca1.8Cl2Cu1Na0.2O2-MP-mp-23143-synth_doped,26.95
Ca1.8Cl2Cu1O2-MP-mp-23143-synth_doped,41.0
Ca1.92Cl2Cu1Na0.08O2-MP-mp-23143-synth_doped,0.0
Ca1.94Cl2Cu1Na0.06O2-MP-mp-23143-synth_doped,0.0
Ca1.998Cl2Cu1Na0.002O2-MP-mp-23143-synth_doped,0.0
Ca1.9Cl2Cu1K0.1O2-MP-mp-23143-synth_doped,18.0
Ca1.9Cl2Cu1O2-MP-mp-23143-synth_doped,15.0
Ca1Cl1Cu1Sm1O3-MP-mp-620364,0.0
Ca1Cu1O2-MP-mp-4826,0.0
Ca1Cu2Nd0.16Pb0.5Sr1.84Tl0.5O7-MP-mp-1173221-synth_doped,102.0
Ca1Cu2Pb0.3Sr2Tl0.7O7-MP-mp-20824-synth_doped,31.0
Ca1Cu2Pb0.5Sr2Tl0.5O7-MP-mp-1173221,83.15
Ca1Cu2Sr1.75Th0.25Tl1O7-MP-mp-20824-synth_doped,51.6
Ca1Cu5-MP-mp-1882,0.0
Ca1Ga1Ge1-MP-mp-541310,0.0
Ca1Ga1Si1-MP-mp-1227042,4.2375
Ca1Ga2-MP-mp-11284,0.0
Ca1Ge3-MP-mp-1205360,3.4
Ca1Hg1-MP-mp-11286,1.6
Ca1Hg3-MP-mp-863648,1.6
Ca1Ir1Si3-MP-mp-1068653,3.3
Ca1Ir2-MP-mp-570436,5.075
Ca1Li2-MP-mp-11644,13.0
Ca1Mg2-MP-mp-2432,0.0
Ca1P2Rh2-MP-mp-8580,0.0
Ca1P2Ru2-MP-mp-5157,0.0
Ca1Pb1-MP-mp-20034,7.0
Ca1Pb1.2Tl1.8-MP-mp-1097156-synth_doped,2.8
Ca1Pb3-MP-mp-20549,0.65
Ca1Pd2-MP-mp-833,0.0
Ca1Pt1Si3-MP-mp-1069604,2.3
Ca1Pt2-MP-mp-842,0.0
Ca1Rh1.2Sn4.5-MP-mp-4363-synth_doped,8.7
Ca1Rh2-MP-mp-571262,6.4
Ca1Se1-MP-mp-1415,0.0
Ca1Si1-MP-mp-1563,0.0
Ca1Si1.9-MP-mp-2700-synth_doped,1.35
Ca1Si2.2-MP-mp-2699-synth_doped,1.37
Ca1Si3-MP-mp-1205346,4.25
Ca1Ti1O3-MP-mp-4019,0.0
Ca1Tl3-MP-mp-526,2.04
Ca1Zn5-MP-mp-1734,0.0
Ca2.8Co0.2Rh4Sn13-MP-mp-4363-synth_doped,7.73
Ca2Cl2Cu1O2-MP-mp-23143,0.0
Ca2Cu1O3-MP-mp-5869,0.0
Ca2Cu3Ga1Sr2O9-MP-mp-1209020,71.5
Ca2In1N1-MP-mp-510086,0.6
Ca2K1Nb3O10-MP-mp-557195,1.0
Ca2Pt3Si5-MP-mp-1214093,1.3
Ca2Ru2O7-MP-mp-554638,0.0
Ca2Si1-MP-mp-2517,0.0
Ca3Co4Sn13-MP-mp-1200470,5.75
Ca3Ge13Ir4-MP-mp-1202780,1.7
Ca3Ge13Rh4-MP-mp-1201179,2.1
Ca3Ge4Ir4-MP-mp-1095240,1.7
Ca3Ir4Sn13-MP-mp-1200211,6.95
Ca3Rh4Sn13-MP-mp-4363,7.4775
Ca4Cl4Cu3Sm2O8-MP-mp-1214003,0.0
Ca4Pb19Rh6-MP-mp-1214426,3.3
Cd0.006Ga0.994V3-MP-mp-22568-synth_doped,11.2
Cd0.04Cu0.96S2-MP-mp-849086-synth_doped,1.3
Cd0.06Cu0.94Se2-MP-mp-2000-synth_doped,1.3
Cd0.18Sn0.72-MP-mp-1183720-synth_doped,3.65
Cd0.18Tl0.82-MP-mp-979269-synth_doped,2.54
Cd0.1In0.9La3-MP-mp-20909-synth_doped,9.55
Cd0.2Mg0.08-MP-mp-1094763-synth_doped,0.0
Cd0.3Hg0.7-MP-mp-30488-synth_doped,1.7
Cd0.5Mg0.5-MP-mp-978274,0.0
Cd0.6Mg0.4-MP-mp-1094694-synth_doped,0.016
Cd0.75Mg0.25-MP-mp-30491,0.16
Cd0.7Mg0.3-MP-mp-30491-synth_doped,0.105
Cd0.8Mg0.2-MP-mp-30491-synth_doped,0.185
Cd1-MP-mp-94,0.52414
Cd11La1-MP-mp-1201591,0.0
Cd1Mo6S8-MP-mp-1104677,1.8
Cd1Mo6Se8-MP-mp-1103966,2.4
Cd1O1-MP-mp-1132,0.0
Cd1Sn1-MP-mp-1183726,3.65
Cd1V3-MP-mp-568564,0.0
Cd2Os2O7-MP-mp-5950,0.0
Cd2Re2O7-MP-mp-16783,1.102857143
Cd2Re2O7.1-MP-mp-16783-synth_doped,1.0
Cd6Na1-MP-mp-1203422-synth_doped,0.0
Ce0.001La0.999Pt1Si1-MP-mp-1206485-synth_doped,1.765
Ce0.002La0.998Pt1Si1-MP-mp-1206485-synth_doped,0.0
Ce0.016La0.984Sn3-MP-mp-633-synth_doped,4.33
Ce0.01Cu1Nd1.99O4-MP-mp-4158-synth_doped,0.0
Ce0.025Cu1Nd1.975O4-MP-mp-4158-synth_doped,0.0
Ce0.025Ru2Si2U0.975-MP-mp-3388-synth_doped,0.0
Ce0.029La0.971Sn3-MP-mp-633-synth_doped,3.47
Ce0.02Cu2Gd0.98Ru1Sr2O8-MP-mp-1194240-synth_doped,13.0
Ce0.02In1La2.98-MP-mp-20909-synth_doped,8.2
Ce0.042In1La2.958-MP-mp-20909-synth_doped,7.11
Ce0.04Cu1Nd1.96O4-MP-mp-4158-synth_doped,0.0
Ce0.04Cu1Pr1.96O4-MP-mp-4181-synth_doped,23.6
Ce0.04In1La2.96-MP-mp-20909-synth_doped,7.01
Ce0.052La0.948Sn3-MP-mp-633-synth_doped,1.92
Ce0.054La0.946Sn3-MP-mp-633-synth_doped,1.86
Ce0.05Cu1Pr1.95O4-MP-mp-4181-synth_doped,0.0
Ce0.05Cu2Gd0.95Ru1Sr2O8-MP-mp-1194240-synth_doped,0.0
Ce0.05Ge12Pr0.95Pt4-MP-mp-1105939-synth_doped,5.75
Ce0.05La0.95P12Ru4-MP-mp-15727-synth_doped,6.8
Ce0.05La0.95Ru2-MP-mp-2019-synth_doped,3.616
Ce0.061In1La2.939-MP-mp-20909-synth_doped,5.72
Ce0.064Cu1La1.936O4-MP-mp-1077929-synth_doped,13.8
Ce0.06Cu1La1.94O4-MP-mp-1077929-synth_doped,0.0
Ce0.06Cu1Sm1.94O4-MP-mp-4210-synth_doped,0.0
Ce0.06Ge12Pr0.94Pt4-MP-mp-1105939-synth_doped,0.0
Ce0.06In1La2.94-MP-mp-20909-synth_doped,5.58
Ce0.075In1La2.925-MP-mp-20909-synth_doped,4.42
Ce0.077In1La2.923-MP-mp-20909-synth_doped,4.02
Ce0.07Cu1Nd1.93O4-MP-mp-4158-synth_doped,0.0
Ce0.07Ge12Pr0.93Pt4-MP-mp-1105939-synth_doped,5.52
Ce0.085Ge12Pr0.915Pt4-MP-mp-1105939-synth_doped,4.61
Ce0.091Cu1La1.909O4-MP-mp-1077929-synth_doped,30.3
Ce0.09Cu1La1.91O4-MP-mp-1077929-synth_doped,20.35
Ce0.09Cu1Pr1.91O4-MP-mp-4181-synth_doped,21.5
Ce0.09Cu1Sm1.91O4-MP-mp-4210-synth_doped,0.0
Ce0.105Cu1La1.895O4-MP-mp-1077929-synth_doped,24.3
Ce0.109Cu1La1.891O4-MP-mp-1077929-synth_doped,28.5
Ce0.11Cu1La1.89O4-MP-mp-1077929-synth_doped,27.1625
Ce0.11Cu1Sm1.89O4-MP-mp-4210-synth_doped,0.0
Ce0.12Cu1La1.88O4-MP-mp-1077929-synth_doped,24.3
Ce0.12Cu1Nd1.88O4-MP-mp-4158-synth_doped,0.0
Ce0.12Cu1Sm1.88O4-MP-mp-4210-synth_doped,3.9
Ce0.12Si1V2.88-MP-mp-2567-synth_doped,15.32
Ce0.135Cu1La1.865O4-MP-mp-1077929-synth_doped,21.2
Ce0.13Cu1La1.87O4-MP-mp-1077929-synth_doped,21.83333333
Ce0.13Cu1Nd1.87O4-MP-mp-4158-synth_doped,0.0
Ce0.13Cu1Pr1.87O4-MP-mp-4181-synth_doped,9.4
Ce0.13Cu1Sm1.87O4-MP-mp-4210-synth_doped,0.0
Ce0.143Cu1Sm1.857O4-MP-mp-4210-synth_doped,22.3
Ce0.14Cu1Nd1.86O4-MP-mp-4158-synth_doped,22.9
Ce0.14Cu1Pr1.86O4-MP-mp-4181-synth_doped,19.35
Ce0.14Cu1Sm1.86O4-MP-mp-4210-synth_doped,22.7
Ce0.14Ge12Pr0.86Pt4-MP-mp-1105939-synth_doped,3.43
Ce0.153Cu1Nd1.847O4-MP-mp-4158-synth_doped,22.5
Ce0.156Cu1Sm1.844O4-MP-mp-4210-synth_doped,16.4
Ce0.15Cu1Eu1.85O4-MP-mp-22306-synth_doped,7.75
Ce0.15Cu1Gd1.85O4-MP-mp-676060-synth_doped,0.0
Ce0.15Cu1La1.85O4-MP-mp-1077929-synth_doped,9.25
Ce0.15Cu1La1Nd0.85O4-MP-mp-1222802-synth_doped,11.9
Ce0.15Cu1Nd1.85O4-MP-mp-4158-synth_doped,21.2325
Ce0.15Cu1Sm1.85O4-MP-mp-4210-synth_doped,18.05714286
Ce0.15La0.85Ru2-MP-mp-2019-synth_doped,2.444
Ce0.16Cu1La1.84O4-MP-mp-1077929-synth_doped,1.5
Ce0.179Cu1La1.821O4-MP-mp-1077929-synth_doped,7.225
Ce0.17Cu1Nd1.83O4-MP-mp-4158-synth_doped,12.8
Ce0.17Cu1Pr1.83O4-MP-mp-4181-synth_doped,15.425
Ce0.17Cu1Sm1.83O4-MP-mp-4210-synth_doped,0.0
Ce0.18Cu1Nd1.82O4-MP-mp-4158-synth_doped,0.0
Ce0.18Cu1Pr1.82O4-MP-mp-4181-synth_doped,0.0
Ce0.19Cu1Sm1.81O4-MP-mp-4210-synth_doped,0.0
Ce0.1Cu1Nd1.9O4-MP-mp-4158-synth_doped,0.0
Ce0.1Cu1Pr1.9O4-MP-mp-4181-synth_doped,0.0
Ce0.1Cu2Gd0.9Ru1Sr2O8-MP-mp-1194240-synth_doped,0.0
Ce0.1Ge12Pr0.9Pt4-MP-mp-1105939-synth_doped,4.11
Ce0.1La0.9P12Ru4-MP-mp-15727-synth_doped,4.8
Ce0.1La0.9Ru2-MP-mp-2019-synth_doped,3.012
Ce0.21Cu1Sm1.79O4-MP-mp-4210-synth_doped,0.0
Ce0.21Ga1V2.79-MP-mp-22568-synth_doped,7.5
Ce0.225Co1In5Yb0.775-MP-mp-20972-synth_doped,0.0
Ce0.22Cu1Nd1.78O4-MP-mp-4158-synth_doped,0.0
Ce0.25Cu1Pr1.75O4-MP-mp-4181-synth_doped,0.0
Ce0.25Ge12Pr0.75Pt4-MP-mp-1105939-synth_doped,1.015
Ce0.28La0.72Ru2-MP-mp-1222913-synth_doped,1.278
Ce0.2Cu1Pr1.8O4-MP-mp-4181-synth_doped,3.0
Ce0.2Cu1Sm1.8O4-MP-mp-4210-synth_doped,14.7
Ce0.2Cu2Gd0.8Ru1Sr2O8-MP-mp-1194240-synth_doped,0.0
Ce0.2Ge12Pr0.8Pt4-MP-mp-1105939-synth_doped,1.767
Ce0.2La0.8Ru2-MP-mp-2019-synth_doped,2.01
Ce0.3Ge12Pr0.7Pt4-MP-mp-1105939-synth_doped,0.0
Ce0.4La0.6Ru2-MP-mp-1222913-synth_doped,0.727
Ce0.54La0.46Ru2-MP-mp-1222913-synth_doped,0.668
Ce0.5Cu2Nb1Nd1.5Sr2O10-MP-mp-1218607,25.05
Ce0.5Cu2Ru1Sr2Y1.5O10-MP-mp-1218787,0.0
Ce0.5La0.5Ru2-MP-mp-1222913,0.449
Ce0.65La0.35Ru2-MP-mp-1222913-synth_doped,1.647
Ce0.6La0.4Ru2-MP-mp-1222913-synth_doped,1.3
Ce0.75Ge12Pr0.25Pt4-MP-mp-1190040-synth_doped,0.0
Ce0.7Cu2Eu1.3Ru1Sr2O10-MP-mp-1218883-synth_doped,33.0
Ce0.7La0.3Ru2-MP-mp-1222913-synth_doped,2.134
Ce0.805Ru0.195-MP-mp-1214027-synth_doped,0.0
Ce0.825Co1In5La0.175-MP-mp-19961-synth_doped,0.0
Ce0.837Co1In5Yb0.163-MP-mp-19961-synth_doped,1.4
Ce0.84Ru2Y0.16-MP-mp-607-synth_doped,4.92
Ce0.85Co1In5La0.15-MP-mp-19961-synth_doped,0.78
Ce0.85Co1In5Yb0.15-MP-mp-19961-synth_doped,1.19
Ce0.85La0.15Ru2-MP-mp-607-synth_doped,5.611
Ce0.86Ru2Tb0.14-MP-mp-607-synth_doped,4.51
Ce0.875Co1In5La0.125-MP-mp-19961-synth_doped,0.86
Ce0.875Co1In5Yb0.125-MP-mp-19961-synth_doped,1.97
Ce0.875Ge12Pr0.125Pt4-MP-mp-1190040-synth_doped,0.0
Ce0.88La0.12Ru2-MP-mp-607-synth_doped,6.14
Ce0.8Co1In5Yb0.2-MP-mp-19961-synth_doped,0.92
Ce0.8Cu2Eu1.2Ru1Sr2O10-MP-mp-1218883-synth_doped,30.0
Ce0.8La0.2Ru2-MP-mp-607-synth_doped,4.4985
Ce0.8Pr0.2Ru2-MP-mp-607-synth_doped,5.82
Ce0.8Ru2Tb0.2-MP-mp-607-synth_doped,2.56
Ce0.916Co1In5Yb0.084-MP-mp-19961-synth_doped,1.84
Ce0.91La0.09Ru2-MP-mp-607-synth_doped,5.91
Ce0.925Co1In5La0.075-MP-mp-19961-synth_doped,1.31
Ce0.93Gd0.07Ru2-MP-mp-607-synth_doped,3.38
Ce0.94La0.06Ru2-MP-mp-607-synth_doped,6.55
Ce0.95Co1In5La0.05-MP-mp-19961-synth_doped,1.68
Ce0.95Co1In5Nd0.05-MP-mp-19961-synth_doped,1.95
Ce0.95Co1In5Yb0.05-MP-mp-19961-synth_doped,1.945
Ce0.95La0.05Ru2-MP-mp-607-synth_doped,7.181
Ce0.965Co1In5La0.035-MP-mp-19961-synth_doped,1.84
Ce0.96Pt3Si1Th0.04-MP-mp-1207119-synth_doped,0.0
Ce0.975Cu2Si2-MP-mp-5452-synth_doped,0.0
Ce0.97Gd0.03Ru2-MP-mp-607-synth_doped,4.69
Ce0.97La0.03Pt3Si1-MP-mp-1207119-synth_doped,0.0
Ce0.97La0.03Ru2-MP-mp-607-synth_doped,6.17
Ce0.985La0.015Pt3Si1-MP-mp-1207119-synth_doped,0.15
Ce0.987Co1In5Yb0.013-MP-mp-19961-synth_doped,2.13
Ce0.98Co1In5La0.02-MP-mp-19961-synth_doped,2.0
Ce0.98Co1In5Yb0.02-MP-mp-19961-synth_doped,1.89
Ce0.98La0.02Pt3Si1-MP-mp-1207119-synth_doped,0.03
Ce0.98Pt3Si1Th0.02-MP-mp-1207119-synth_doped,0.4
Ce0.99La0.01Pt3Si1-MP-mp-1207119-synth_doped,0.57
Ce0.9Co1In5La0.1-MP-mp-19961-synth_doped,1.22
Ce0.9Co1In5Yb0.1-MP-mp-19961-synth_doped,1.78
Ce0.9Cu2Eu1.1Ru1Sr2O10-MP-mp-1218883-synth_doped,0.0
Ce0.9In5La0.1Rh1-MP-mp-20294-synth_doped,1.6
Ce0.9La0.1Ru2-MP-mp-607-synth_doped,7.194
Ce0.9Pr0.1Ru2-MP-mp-607-synth_doped,6.55
Ce1-MP-mp-567332,0.85
Ce1Co0.01Ru1.99-MP-mp-607-synth_doped,4.74
Ce1Co0.03Ru1.97-MP-mp-607-synth_doped,3.5
Ce1Co0.05Ru1.95-MP-mp-607-synth_doped,2.4
Ce1Co0.07Ru1.93-MP-mp-607-synth_doped,1.93
Ce1Co0.1In5Rh0.9-MP-mp-20294-synth_doped,0.0
Ce1Co0.25In5Ir0.75-MP-mp-20975-synth_doped,1.52
Ce1Co0.2In5Rh0.8-MP-mp-20294-synth_doped,0.0
Ce1Co0.2Ir0.8Si3-MP-mp-1068906-synth_doped,0.62
Ce1Co0.71In5Rh0.29-MP-mp-19961-synth_doped,1.56
Ce1Co0.75In5Ni0.25-MP-mp-19961-synth_doped,0.0
Ce1Co0.77In5Rh0.23-MP-mp-19961-synth_doped,1.38
Ce1Co0.7In5Ir0.3-MP-mp-19961-synth_doped,2.0
Ce1Co0.7In5Ni0.3-MP-mp-19961-synth_doped,0.0
Ce1Co0.7In5Rh0.3-MP-mp-19961-synth_doped,1.42
Ce1Co0.7In5Ru0.3-MP-mp-19961-synth_doped,2.13
Ce1Co0.875In5Ni0.125-MP-mp-19961-synth_doped,1.41
Ce1Co0.87In5Rh0.13-MP-mp-19961-synth_doped,1.73
Ce1Co0.8In5Ni0.2-MP-mp-19961-synth_doped,0.88
Ce1Co0.8In5Rh0.2-MP-mp-19961-synth_doped,1.57
Ce1Co0.8In5Ru0.2-MP-mp-19961-synth_doped,2.18
Ce1Co0.925In5Ni0.075-MP-mp-19961-synth_doped,1.69
Ce1Co0.93In5Rh0.07-MP-mp-19961-synth_doped,1.89
Ce1Co0.95In5Ni0.05-MP-mp-19961-synth_doped,1.86
Ce1Co0.9In5Ru0.1-MP-mp-19961-synth_doped,2.25
Ce1Co1.85-MP-mp-1112-synth_doped,0.86
Ce1Co1.8Ru0.2-MP-mp-1112-synth_doped,0.35
Ce1Co1.95-MP-mp-1112-synth_doped,0.87
Ce1Co1.9Ru0.1-MP-mp-1112-synth_doped,0.47
Ce1Co1Ge3-MP-mp-21116,0.676666667
Ce1Co1In5-MP-mp-19961,2.037307692
Ce1Co2-MP-mp-1112,1.1125
Ce1Cu1Sb2-MP-mp-672238,0.0
Ce1Cu2Eu1Ru1Sr2O10-MP-mp-1218883,0.0
Ce1Cu2Ge0.02Si1.98-MP-mp-5452-synth_doped,0.52
Ce1Cu2Ge0.04Si1.96-MP-mp-5452-synth_doped,0.385
Ce1Cu2Ge0.08Si1.92-MP-mp-5452-synth_doped,0.27
Ce1Cu2Ge0.12Si1.88-MP-mp-5452-synth_doped,0.2
Ce1Cu2Ge0.1Si1.9-MP-mp-5452-synth_doped,0.2
Ce1Cu2Ge0.2Si1.8-MP-mp-5452-synth_doped,0.1675
Ce1Cu2Ge0.3Si1.7-MP-mp-5452-synth_doped,0.1
Ce1Cu2Ge2-MP-mp-20173,1.32
Ce1Cu2Si2-MP-mp-5452,0.6497
Ce1Cu6-MP-mp-581942,0.0
Ce1Ga6-MP-mp-711,0.0
Ce1Ge0.03Pt3Si0.97-MP-mp-1207119-synth_doped,0.63
Ce1Ge0.06Pt3Si0.94-MP-mp-1207119-synth_doped,0.50525
Ce1Ge0.1Pt3Si0.9-MP-mp-1207119-synth_doped,0.31
Ce1Ge12Pt4-MP-mp-1190040,0.0
Ce1Ge1Pd2-MP-mp-1188948,0.0
Ce1Ge2Ni2-MP-mp-3325,0.216666667
Ce1Ge3Ir1-MP-mp-13122,0.805
Ce1Ge3Ni1-MP-mp-1205748,0.455
Ce1In3-MP-mp-20369,0.13
Ce1In5Ir0.1Rh0.9-MP-mp-20294-synth_doped,2.04
Ce1In5Ir0.25Rh0.75-MP-mp-20294-synth_doped,0.92
Ce1In5Ir0.736Pt0.264-MP-mp-20975-synth_doped,0.0
Ce1In5Ir0.75Rh0.25-MP-mp-20975-synth_doped,0.63
Ce1In5Ir0.7Rh0.3-MP-mp-20975-synth_doped,1.2
Ce1In5Ir0.828Pt0.172-MP-mp-20975-synth_doped,0.0
Ce1In5Ir0.8Rh0.2-MP-mp-20975-synth_doped,0.67
Ce1In5Ir0.932Pt0.068-MP-mp-20975-synth_doped,0.0
Ce1In5Ir0.956Pt0.044-MP-mp-20975-synth_doped,0.429
Ce1In5Ir0.978Pt0.022-MP-mp-20975-synth_doped,0.734
Ce1In5Ir0.987Pt0.013-MP-mp-20975-synth_doped,0.897
Ce1In5Ir0.9Rh0.1-MP-mp-20975-synth_doped,0.35
Ce1In5Ir1-MP-mp-20975,0.770428571
Ce1In5Rh1-MP-mp-20294,1.652222222
Ce1In7Pt2-MP-mp-1078439,2.1
Ce1Ir1Si3-MP-mp-1068906,1.53
Ce1Ir2-MP-mp-582,0.0
Ce1Ir3-MP-mp-1191930,3.34
Ce1Ir5-MP-mp-30507,1.82
Ce1Mo6S8-MP-mp-38564,0.0
Ce1N0.87-MP-mp-2493-synth_doped,0.0
Ce1Ni1Sb2-MP-mp-22539,0.0
Ce1Ni2-MP-mp-1654,0.0
Ce1Os2-MP-mp-1102302,0.0
Ce1P12Ru4-MP-mp-10069,0.0
Ce1P2Pd2-MP-mp-1207218,0.0
Ce1Pd1Sb2-MP-mp-1079881,0.0
Ce1Pd2Si2-MP-mp-3826,0.421
Ce1Pt0.1Ru1.9-MP-mp-607-synth_doped,4.08
Ce1Pt0.2Ru1.8-MP-mp-607-synth_doped,3.4
Ce1Pt1Si1-MP-mp-1072580,0.0
Ce1Pt1Si2-MP-mp-3284,0.14
Ce1Pt2-MP-mp-2109,0.0
Ce1Pt3-MP-mp-11318,0.0
Ce1Pt3Si1-MP-mp-1207119,0.669222222
Ce1Pt5-MP-mp-542777,0.0
Ce1Rh1Si3-MP-mp-1070394,0.914
Ce1Rh1Sn1-MP-mp-12374,0.0
Ce1Rh2-MP-mp-951,0.0
Ce1Rh2Si2-MP-mp-4090,0.356666667
Ce1Ru2-MP-mp-607,5.998272727
Ce1Ru3Si2-MP-mp-30043,1.25
Ce1Ru4Sb12-MP-mp-1189811,0.0
Ce1S1-MP-mp-1096,0.0
Ce1Si2-MP-mp-1898,0.0
Ce1Sn3-MP-mp-1911,0.0
Ce2Co1In8-MP-mp-19989,0.4
Ce2Ge5Ni3-MP-mp-1213960,0.22
Ce2In8Ir1-MP-mp-1207157,0.0
Ce2In8Pd1-MP-mp-1102172,0.69
Ce2In8Rh1-MP-mp-1206465,0.8125
Ce2Ir3Si5-MP-mp-1105703,0.0
Ce2Pd3Si5-MP-mp-1213852,0.0
Ce2Rh3Si5-MP-mp-1188214,0.0
Ce2S3-MP-mp-20973,0.0
Ce3Ge13Ru4-MP-mp-1204084,0.0
Ce3Ge2Rh2-MP-mp-21597,0.0
Ce3Pd4Si4-MP-mp-1103548,0.0
Ce3Ru4Sn13-MP-mp-1198582,0.0
Ce3S4-MP-mp-1096-synth_doped,0.0
Ce4Sb3-MP-mp-387-synth_doped,0.0
Cl0.7Hf1N1-MP-mp-541911-synth_doped,24.0
Cl0.7N1Zr1-MP-mp-568592-synth_doped,13.16666667
Cl1Cu2Pb2Ru1Sr2O8-MP-mp-1218869,0.0
Cl1Cu2Sr3O5-MP-mp-1147678-synth_doped,70.0
Cl1Cu3Pb3Sr3O8-MP-mp-1218799,0.0
Cl1Hf1N1Na0.18-MP-mp-1220765-synth_doped,22.0
Cl1Hf1N1Na0.28-MP-mp-1220765-synth_doped,22.9
Cl1Hf1N1Na0.29-MP-mp-1220765-synth_doped,19.0
Cl1Li0.05N1Zr1-MP-mp-1222362-synth_doped,15.0
Cl1Li0.06N1Zr1-MP-mp-1222362-synth_doped,15.2
Cl1Li0.13N1Zr1-MP-mp-1222362-synth_doped,12.2
Cl1Li0.14N1Zr1-MP-mp-1222362-synth_doped,15.0
Cl1Li0.16N1Zr1-MP-mp-1222362-synth_doped,13.8
Cl1Li0.17N1Zr1-MP-mp-1222362-synth_doped,14.2
Cl1Li0.18N1Zr1-MP-mp-1222362-synth_doped,11.6
Cl1N1Na0.16Ti1-MP-mp-1220939-synth_doped,14.0
Cl1N1Ti1-MP-mp-27850,0.0
Cl1N1Zr1-MP-mp-568592,13.0
Co0.004Fe1.996K0.8Se2-MP-mp-1070735-synth_doped,22.0
Co0.008Fe1.992K0.8Se2-MP-mp-1070735-synth_doped,17.0
Co0.012Fe1.988K0.8Se2-MP-mp-1070735-synth_doped,11.0
Co0.01Cu2Gd1Ru0.99Sr2O8-MP-mp-1194240-synth_doped,25.5
Co0.021Si1V2.979-MP-mp-2567-synth_doped,16.4
Co0.02Cu0.98Rh2S4-MP-mp-15613-synth_doped,1.0
Co0.02Nb3Rh0.98-MP-mp-1545-synth_doped,2.28
Co0.02Sn0.98Ta3-MP-mp-30871-synth_doped,4.0
Co0.05Fe0.95Se1-MP-mp-20311-synth_doped,10.0
Co0.05Nb3Rh0.95-MP-mp-1545-synth_doped,1.96
Co0.06Ge2Pd1.94Sr1-MP-mp-978986-synth_doped,2.58
Co0.06La1Ru2.94Si2-MP-mp-29240-synth_doped,6.62
Co0.15La1Ru2.85Si2-MP-mp-29240-synth_doped,6.45
Co0.15Ni0.85Zr2-MP-mp-328-synth_doped,1.4
Co0.15Ti0.85-MP-mp-1208254-synth_doped,3.8
Co0.1Fe0.9Se1-MP-mp-20311-synth_doped,5.0
Co0.1Nb3Rh0.9-MP-mp-1545-synth_doped,1.9
Co0.219Ga1V2.781-MP-mp-22568-synth_doped,8.4
Co0.24La1Ru2.76Si2-MP-mp-29240-synth_doped,6.04
Co0.25Pd49.75Sb50-MP-mp-1769-synth_doped,1.57
Co0.2Ir3.8Lu5Si10-MP-mp-542170-synth_doped,5.52
Co0.3Ni0.7V3-MP-mp-7226-synth_doped,0.0
Co0.3Ni0.7Zr2-MP-mp-1215379-synth_doped,1.87
Co0.3Sc0.7-MP-mp-30562-synth_doped,0.35
Co0.44Mo0.56-MP-mp-1226002-synth_doped,13.0
Co0.5Fe0.5Ti1-MP-mp-1187429,3.3
Co0.5Fe0.5Zr2-MP-mp-1215368,1.26
Co0.5Ni0.5Ta2-MP-mp-1217989,0.91
Co0.5Ni0.5V3-MP-mp-1216439,0.0
Co0.5Ni0.5Zr2-MP-mp-1215379,3.1325
Co0.5Rh0.5V3-MP-mp-1216457,0.0
Co0.6Ni0.4Zr2-MP-mp-1215379-synth_doped,4.2
Co0.75Cu0.25Zr2-MP-mp-1215345,4.89
Co0.7Cu0.3La1.15Sr0.85O4-MP-mp-1274783-synth_doped,0.0
Co0.7Ni0.3Zr2-MP-mp-1215379-synth_doped,5.14
Co0.85Cu0.15Zr2-MP-mp-628-synth_doped,5.88
Co0.85Ga0.15Zr2-MP-mp-628-synth_doped,5.56
Co0.85Ni0.15Zr2-MP-mp-628-synth_doped,5.98
Co0.8Cu0.2La1.05Sr0.95O4-MP-mp-1274783-synth_doped,0.0
Co0.8Cu0.2Zr2-MP-mp-628-synth_doped,5.41
Co0.8Fe0.2Ga5Pu1-MP-mp-1206185-synth_doped,10.0
Co0.8Ga0.2Zr2-MP-mp-628-synth_doped,5.29
Co0.8Ni0.2Zr2-MP-mp-628-synth_doped,5.83
Co0.92Mn0.08U6-MP-mp-582635-synth_doped,2.2
Co0.94Rh0.06U6-MP-mp-582635-synth_doped,2.0
Co0.95Cu0.05Zr2-MP-mp-628-synth_doped,6.52
Co0.95Ga0.05Zr2-MP-mp-628-synth_doped,5.79
Co0.96Mo0.04U6-MP-mp-582635-synth_doped,1.5
Co0.975Mo0.025U1-MP-mp-1080107-synth_doped,0.0
Co0.97Rh0.03U1-MP-mp-1080107-synth_doped,0.0
Co0.98Cr0.02U1-MP-mp-1080107-synth_doped,0.0
Co0.98Fe0.02U1-MP-mp-1080107-synth_doped,0.0
Co0.98Mn0.02U1-MP-mp-1080107-synth_doped,0.0
Co0.98Ni0.02U1-MP-mp-1080107-synth_doped,0.0
Co0.9Cu0.1La0.95Sr1.05O4-MP-mp-1274783-synth_doped,0.0
Co0.9Cu0.1Zr2-MP-mp-628-synth_doped,6.07
Co0.9Fe0.1Ga5Pu1-MP-mp-1206185-synth_doped,13.5
Co0.9Ga0.1Zr2-MP-mp-628-synth_doped,5.72
Co0.9Ga5Ni0.1Pu1-MP-mp-1206185-synth_doped,16.6
